1.5 0.548206 0.548206 2 1 0
1.4981 0.547773 0.547773 1 1 0
1.4962 0.547342 0.547342 1 1 0
1.4943 0.546913 0.546913 1 1 0
1.4924 0.546485 0.546485 1 1 0
1.4905 0.546058 0.546058 1 1 0
1.4886 0.545633 0.545633 1 1 0
1.4867 0.545209 0.545209 1 1 0
1.4848 0.544787 0.544787 1 1 0
1.4829 0.544367 0.544367 1 1 0
1.481 0.543948 0.543948 1 1 0
1.4791 0.54353 0.54353 1 1 0
1.4772 0.543114 0.543114 1 1 0
1.4753 0.5427 0.5427 1 1 0
1.4734 0.542287 0.542287 1 1 0
1.4715 0.541875 0.541875 1 1 0
1.4696 0.541465 0.541465 1 1 0
1.4677 0.541057 0.541057 1 1 0
1.4658 0.54065 0.54065 1 1 0
1.46389 0.540245 0.540245 1 1 0
1.46199 0.539841 0.539841 1 1 0
1.46009 0.539439 0.539439 1 1 0
1.45819 0.539038 0.539038 1 1 0
1.45629 0.538639 0.538639 1 1 0
1.45439 0.538241 0.538241 1 1 0
1.45248 0.537845 0.537845 1 1 0
1.45058 0.53745 0.53745 1 1 0
1.44868 0.537057 0.537057 1 1 0
1.44677 0.536666 0.536666 1 1 0
1.44487 0.536276 0.536276 1 1 0
1.44297 0.535887 0.535887 1 1 0
1.44107 0.5355 0.5355 1 1 0
1.43916 0.535115 0.535115 1 1 0
1.43726 0.534731 0.534731 1 1 0
1.43535 0.534349 0.534349 1 1 0
1.43345 0.533968 0.533968 1 1 0
1.43155 0.533589 0.533589 1 1 0
1.42964 0.533211 0.533211 1 1 0
1.42774 0.532835 0.532835 1 1 0
1.42583 0.53246 0.53246 1 1 0
1.42393 0.532087 0.532087 1 1 0
1.42202 0.531715 0.531715 1 1 0
1.42012 0.531345 0.531345 1 1 0
1.41821 0.530977 0.530977 1 1 0
1.4163 0.530609 0.530609 1 1 0
1.4144 0.530244 0.530244 1 1 0
1.41249 0.52988 0.52988 1 1 0
1.41058 0.529517 0.529517 1 1 0
1.40868 0.529156 0.529156 1 1 0
1.40677 0.528797 0.528797 1 1 0
1.40486 0.528438 0.528438 1 1 0
1.40296 0.528082 0.528082 1 1 0
1.40105 0.527727 0.527727 1 1 0
1.39914 0.527373 0.527373 1 1 0
1.39723 0.527021 0.527021 1 1 0
1.39532 0.526671 0.526671 1 1 0
1.39341 0.526322 0.526322 1 1 0
1.3915 0.525974 0.525974 1 1 0
1.3896 0.525628 0.525628 1 1 0
1.38769 0.525283 0.525283 1 1 0
1.38578 0.52494 0.52494 1 1 0
1.38387 0.524598 0.524598 1 1 0
1.38196 0.524258 0.524258 1 1 0
1.38005 0.523919 0.523919 1 1 0
1.37813 0.523582 0.523582 1 1 0
1.37622 0.523246 0.523246 1 1 0
1.37431 0.522912 0.522912 1 1 0
1.3724 0.522579 0.522579 1 1 0
1.37049 0.522247 0.522247 1 1 0
1.36858 0.521917 0.521917 1 1 0
1.36666 0.521589 0.521589 1 1 0
1.36475 0.521261 0.521261 1 1 0
1.36284 0.520936 0.520936 1 1 0
1.36093 0.520611 0.520611 1 1 0
1.35901 0.520288 0.520288 1 1 0
1.3571 0.519967 0.519967 1 1 0
1.35518 0.519647 0.519647 1 1 0
1.35327 0.519328 0.519328 1 1 0
