,Raw,Scaled
a1,-0.109635,-0.600676
b1,0.200783,0.548383
c1,4.94231,0.0546657
d1,0.0,0.0
a2,0.0515383,0.388401
b2,-0.0765935,-0.436268
c2,6.29776,0.0497237
e11,1.43162e-12,2.02488e-13
e12,0.0,0.0
d2,0.0,0.0
